Classify,Description
C#,岗位职责：1.负责公司核心软件产品设计与开发工作；2.负责软件产品的需求分析，并提供软件发展功能性建议；3.负责编写软件相关的设计和技术文档；4.解决工作中的疑难技术问题攻关。任职要求：1.本科及以上学历，计算机、电子自动化、数学等相关专业；2.二年以上C#开发经验优先，知识基础扎实的应届毕业生也可考虑；3.熟悉Mysql、SQL Server、Oracle，掌握C#，winform开发；4.具有较强的问题解决能力，思维逻辑严谨；5.具备优秀的学习能力和一定的抗压能力；6.有中型以上项目设计开发经验者优先考虑。福利待遇：1.底薪+全勤奖+午餐补助+通讯补助+年终奖2.节日慰问礼金+年度体检+年度员工旅游+丰富多彩的员工活动party3.根据实际需要可提供员工宿舍培养体系：新员工入职培训+入职导师指导+专业技能培训+公司级外派培训发展空间：1.纵向：高级开发工程师、研发项目经理、系统架构师2.横向：项目管理方向
C#,"岗位职责：1.负责环保监测数据接收、解析、报警逻辑判断以及统计处理功能设计和开发；2.负责软件产品的需求分析，并提供软件发展功能性建议；3.负责编写软件相关的设计和技术文档；4.解决工作中的疑难技术问题攻关。任职要求：1.本科及以上学历，计算机、电子自动化、数学等相关专业；2.二年以上网络协议开发经验优先，知识基础扎实的应届毕业生也可考虑；3.熟悉网络通讯协议和原理应用，对socket处理过连包、断包等情况；4.熟悉Mysql、SQL Server、Oracle，了解掌握C#，winform, go开发；5.具有较强的问题解决能力，思维逻辑严谨；6.具备优秀的学习能力和一定的抗压能力；7.有中型以上项目设计开发经验者优先考虑。福利待遇：1.底薪+全勤奖+午餐补助+通讯补助+年终奖2.节日慰问礼金+年度体检+年度员工旅游+丰富多彩的员工活动party3.根据实际需要可提供员工宿舍培养体系：新员工入职培训+入职导师指导+专业技能培训+公司级外派培训发展空间：1.纵向：高级开发工程师、研发项目经理、系统架构师2.横向：项目管理方向"
C#,"1. 手机游戏娱乐产品客户端框架设计、核心功能开发，具有一定的架构能力。2, 与团队协作共同解决技术难题，并为产品设计提供技术评估。任职资格：1, 计算机或相关专业统招本科以上学历，五年及以上Unity3D游戏开发经验;2, 熟悉C# 具备扎实的编程基础;3, 熟悉Unity的图形渲染、物理引擎，资源管理，性能分析等模块；4, 熟悉常用数据结构和算法,有良好的编码风格；5, 了解opengl渲染流程，或能编写shader，以及后期效果的实现者优先；6, 有较强的学习能力、有团队精神和敬业精神并能够独立解决问题。"
C#,职位描述1. 参与公司软件系统的测试（软件功能测试、接口测试、兼容性测试等）；2. 参与需求分析、测试用例设计及编写、测试用例执行等工作；3. 提交、分析、跟踪软件缺陷，推动问题解决并输出测试报告；4. 开发自动化测试工具（脚本）及修改已有测试代码；5. 针对个别项目进行性能测试；6. 测试方向为上位机软件功能测试。任职资格：1. 统招本科及以上学历，计算机、软件工程或电子类相关专业；2. 3年及以上软件测试经验；3. 熟练掌握C/C++编程技术，熟练使用C/C++语言编写测试用例（必备技能）；4. 具有PC端应用程序测试经验（必备技能）；5. 熟悉软件开发流程，具备软件工程相关知识；6. 熟悉软件测试流程及方法；7. 熟练使用至少一种测试框架，如谷歌gtest框架；8. 具有丰富的接口测试、自动化测试、软件界面测试、性能测试经验；9. 具有良好的沟通能力和团队合作精神以及较强的责任感；10. 对软件测试有浓厚兴趣，具备分析和定位问题的能力；11. 具备基于python语言的测试用例开发经验及C#语言开发经验者优先考虑。
C#,"任职要求：1、计算机，软件工程师或者其他相关专业，三年以上.net和c#相关工作经验；2、熟悉.net和c#语言，能够独立的完成项目，精通C/S应用开发；3、熟悉winform各种控件，能熟练的开发友好的winform前端交互程序；4、熟悉MS,SQL,ORACLE等大型数据库；5、沟通能力强，责任心强，能够适应高强度的工作，具备团队合作精神；6、对新技术敏感热衷跟进新技术，能够独立解决产品开发中技术难题，且具有创新精神；7、具有HIS或EMR工作经验优先。岗位职责：1、HIS功能开发；2、门诊挂号收费、门诊医生站、住院登记、住院医生站、住院护士站、药房药库等；3、EMR功能维护；4、临床路径的开发。"
C#,"1、在项目经理的安排和指导下, 参加公司产品的需求调研、需求分析、详细设计，撰写相关技术文档等工作；2、完成模块代码、开发文档的编写；3、参与数据库结构的设计和优化；4、参与代码设计、审核和检查；5、保质保量完成主管领导安排的工作任务。任职要求：1、具备一年以上C#/Web开发经验，，具有扎实的编程功底和良好的编码习惯，能独立进行开发工作；2、熟练掌握JavaScript、JQuery、CSS、HTML、AJAX等Web编程技术；3、至少熟悉Oracle、SQLServer数据库，熟悉面向对象分析方法；4、工作积极主动，思维敏捷，喜欢钻研，有良好的协作精神；"
C#,工具装备开发工程师（软件）岗位职责：1、    负责无线智能产品（上位机）生产测试工具、研发测试工具、量产自动测试工具等软件工具开发工作；2、    负责无线智能产品嵌入式测试驱动程序开发，测试系统联调等工作；3、    参与新产品相关测试系统环境开发、系统配置管理环境开发、数据采集系统开发、数据自动分析系统开发等；4、    参与新产品NPI导入过程中测试工具与环境搭建技术支持；5、    参与部门研发测试装备、生产测试装备的开发与维护；6、    参与部门测试新技术、新方法的研究与设计；7、    参与部门硬件测试规范、方案、测试用例库建设等技术货架化工作；任职要求：1、    计算机、电子等相关专业本科以上学历，软件开发领域；2、    精通C#、C++，有工具装备、数据库开发经验更佳；3、    熟悉Windows操作系统原理，熟练开发Windows各种系统常见编程模块，例如：多线程、Socket、COM、DLL、消息机制、API等；4、    熟悉串口、USB、并口、IIC、GPIB等相关外设的编程；5、    工作踏实认真，注重细节，具有较强的沟通能力、表达能力，吃苦耐劳；
C#,"岗位职责：1.参与需求分析，业务功能的分解、设计；2.负责业务层逻辑的设计和实现，客户端界面开发；3.负责编写单元测试，功能模块自测，编写技术文档；4.积极参与团队的各种讨论和技术设计，与项目团队成员协作完成项目；5.富有团队协作精神。技术要求1.具备良好的代码书写规范；2.基础技术扎实,熟悉面向对象的设计方法.对OOP有较深的理解；3.熟悉.Net Framework3.5框架及以上的C#的开发；4.精通WinFrom,WPF和XAML技术，能使用MVVM框架进行开发,如PRISM。5.精通MVC、HTML、CSS 、JQuery、Bootstra等前端框架；对响应式布局有所了解。6.熟练掌握和运用Oracle,SQL Server等主流数据库，能够熟练应用SQL语言；7.熟悉DevExpress，ECharts打印和报表处理经验的优先考虑 ；8.有过移动端开发经验，有过Androdi开发经验优先考虑；9,.有过医卫行业经验的优先考虑；能接受短期出差优先考虑；"
C#,"1、3年以上的asp.net开发经验，熟悉信息抓取机制和方法，可以从各类网站、微信等进行数据抓取并筛选数据；2、精通HTTP协议、熟悉正则表达式，具备web挖掘等搜索引擎相关知识，实现大规模文本抓取、抽取，网页去重、分类，垃圾过滤，质量识别、解析入库等工作；3、精通SQL Server数据库开发，有对复杂Sql语句和存储过程等的开发与优化经验，有大数据量、高并发访问处理经验尤佳；4、有网站数据抓取,从事网络爬虫、网页去重、网页信息抽取的经验优先。负责Web，App爬虫开发；5、熟悉分布式爬虫系统的开发与维护；熟悉数据的抽取、清洗、转换和存储；熟悉爬虫策略和防屏蔽规则，爬虫系统的优化，监控和报警，提升网页抓取的效率和质量。6、数据抓取方向：PC端网页抓取（C# paython 语言方向），手机端抓取。手机端开发方向 ：手机端APP开发，H5页面开发，微信公众号及小程序开发。web端开发：web站点开发（C#）"
C#,职责描述：1、使用Unity3D引擎进行智能可视化系统的核心模块开发，参与系统架构实现和技术攻关。2、对渲染效果及系统性能进行深度优化。3、设计和研发Unity3D插件工具，为优化团队工作流程提供工具支撑。4、指导和带领初级工程师，完成研发计划。职位要求：1、计算机相关专业，本科以上学历。2、熟练掌握Unity3D引擎，有 3 年以上相关工作经验。3、熟练掌握数据结构与算法。4、熟悉计算机图形学，计算机网络。5、熟练掌握C#以外至少一门编程语言，并具备其实际项目经验。6、具备良好的独立分析和解决问题的能力。7、具备良好的学习能力，沟通能力和团队意识。
C#,岗位职责：1、基于unity3d引擎的游戏开发2、负责客户端性能优化和改进；3.保障项目进度，解决开发中的问题任职要求：1.本科及以上学历，计算机/软件工程相关专业，1年以上实际开发经验2.熟练掌握Unity引擎架构设计；熟悉C\C#\C++语言及面向对象编程，具有严谨的逻辑思维能力3.熟悉相关的基本算法；了解Unity图形处理流程，做过Unity渲染优化相关工作。4.有较好的审美和创意以及责任心和上进心，能够独立完成工作；5.喜欢钻研，学习能力和探索能力强，善于沟通
C#,岗位职责：1）负责产品前端的技术方案选型与设计，负责Web前端、App前端的开发。2）Web前端表现层及与后端交互的设计和开发。3）对用户体验和前端性能有很敏感的把控和优化手段，解决各种浏览器的兼容性问题。4）参与产品技术方案的设计，并能制定相关的前端开发流程和规范。5）负责前端页面性能等用户体验调优，研究前沿前端技术，合理选择并应用。聘用条件：1）本科及以上学历，计算机或相关专业，3年以上前端开发经验。2）熟练掌握网站性能优化，熟悉各浏览器特性，能够很好地解决兼容问题。3）熟练掌握Web前端技术和标准(Javascript/ES6/AMD/CMD、HTML/HTML5、CSS/CSS3）对表现与数据分离、Web语义化等有深刻理解。4）熟练掌握AngularJS、ReactJS、vueJS等主流框架进行SPA开发，熟练使用less/sass进行前端开发，熟练掌握webpack/gulp等构建工具配置和使用。5）熟悉nodejs，通过nodejs(如express）搭建web服务。6）了解一门非前端语言（如Java/PHP/C#/Python/Ruby），有实践经验为佳。
C#,"1、本科及以上学历，计算机、通信及相关专业2、精通HTML/CSS制作页面。3、精通JavaScript、Ajax等Web开发技术,熟练运用至少一款主流的JS框架4、熟悉用户交互设计理论，热衷分析并改善产品的用户体验5、具备较好的问题分析与解决能力6、思路清晰，具备良好的沟通能力和团队协作精神具备以下资格优先：1、熟悉一种后端开发语言，例如Java、C#2、有一定整体架构思维。3、有成型作品"
C#,岗位职责：1、根据策划需求，设计和开发游戏模块；2、从技术层面上与美术人员沟通，确保游戏客户端的表现力和效率；3、持续提高游戏客户端各领域的技术先进性。任职要求：1、全日制本科以上学历，两年以上相关工作经验，有图形学优先；2、熟悉C#语言，深入掌握Unity引擎，熟悉游戏优化；3、熟悉3D图形学，熟悉Unity shader编程；4、完整参与过至少两款U3D游戏项目，其中至少一款Unity 3D项目中属于核心人员。
C#,岗位职责：1.根据游戏设计文档，设计、实现、优化手游客户端框架结构，编写重要功能模块；2.制定项目中客户端团队工作标准，对研发项目的交付时间、质量负责；任职要求：1、熟悉Unity3D引擎架构设计，熟练使用Unity3D制作场景、UI及脚本，至少完整参与过一款Unity3D手游项目；2、熟悉c#或JavaScript；3、熟悉U3D引擎架构设计、U3D引擎深度优化、版本热更新等；4、熟悉游戏常用算法和socket编程；5、踏实勤奋、有责任心、善于沟通、乐于分享，有很好的团队合作精神；6、数学和图形学基础扎实，熟悉Direct3D或OpenGL；7、有实际线上运营的unity3d产品者优先。
C#,"职位职责：1、负责移动端视频特效贴纸生产及开发；2、负责协助美术工作。职位要求：1、优秀的编码与代码控制能力, 有良好的数据结构和算法功底；2、具备Lua/JS/C#开发经验，了解C/C++；3、有图形学背景，了解DriectX/OpenGL/OpenGLES/WebGL为加分项；4、积极乐观，责任心强，工作认真细致，具备良好的服务意识，具有良好的团队沟通与协作能力。"
C#,工作内容：- 负责国双产品线的产品规划和研发计划的分解执行；- 管理产品经理和研发团队，根据产品当前发展阶段的需求制定人才的选育留存计划；- 对接中大型项目的项目经理和客户需求方，能做好项目交付和产品研发迭代的平衡；任职要求：- 本科及以上学历，计算机专业背景优先；- 5年以上扎实的C#或Java开发功底，有.Net Core经验者优先；- 从事过数据分析类软件的研发工作者优先；- 有过高并发处理、高性能数据处理、性能调优等相关经验的优先；- 擅于沟通和解决问题，并乐于总结分享；- 责任心较强，具有良好的自驱力和团队协作意识；
C#,工作内容：- 负责国双产品线的产品规划和研发计划的分解执行；- 管理产品经理和研发团队，根据产品当前发展阶段的需求制定人才的选育留存计划；- 对接中大型项目的项目经理和客户需求方，能做好项目交付和产品研发迭代的平衡；任职要求：- 本科及以上学历，计算机专业背景优先；- 8年以上扎实的C#或Java开发功底，有.Net Core经验者优先；- 从事过数据分析类软件的研发工作者优先；- 有过高并发处理、高性能数据处理、性能调优等相关经验的优先；- 擅于沟通和解决问题，并乐于总结分享；- 责任心较强，具有良好的自驱力和团队协作意识；
C#,工作内容：1.用重启世界编辑器独立进行游戏开发2.寻找身边喜欢游戏开发同学，并组建本校的开发团队3.培养新队员使用重启世界编辑器，并带领团队一起开发游戏职位要求：1.有c/c++/c#/java/python任意一种语言基础，会lua语言者优先2.有校园团队管理经历或游戏开发经历3.对游戏开发有浓厚兴趣，学习能力强，有责任心4.仅限大一大二在校生注：岗位是属于在学校内工作不用来公司坐班
C#,岗位职责：1、根据项目需求编写Shader，制定并优化渲染流程；2、负责项目客户端性能优化工作；3、制定美术规范，使游戏表现能兼顾效果和性能；4、持续研究新的渲染技术和游戏引擎新特性，提升游戏表现能力。岗位要求：1、本科及以上学历，计算机及相关专业重点院校优先；2、3年以上游戏引擎——Unity、Unreal或自研引擎开发相关经验；3、良好的数学和计算机图形学基础，熟悉Direct3D或OpenGL；4、熟练掌握C#、C++语言及面向对象编程，精通Shader编程，能现实高级特效，精通性能优化者优先；5、热爱游戏，具备良好的团队工作精神和沟通能力，有较强的快速学习能力，独立分析解决问题的能力
C#,岗位职责1、根据需求文档，配合策划、实现模块功能；2、维护线上项目，修复外服bug；3、其他工作安排。任职条件1、2020年毕业统招本科及以上毕业生，计算机相关专业；2、熟悉unity引擎，使用过c#编程语言，最好有游戏开发经验；3、喜爱玩游戏，有丰富的游戏经验；4、低调谦和、头脑灵活、有团队意识，沟通表达能力良好，抗压性强
C#,岗位职责：1、研究竞品游戏系统功能设计；2、负责游戏内的系统功能模块设计；3、设计关卡和活动玩法；4、 整体平台相关数值运算、设计5、对内项目沟通与协调任职要求：1、985/211统招本科以上学历优先考虑2、在组合学、数学、概率论和统计学方面具有较强的专业知识或学习能力3、了解C / C++ / C#(或可比较的语言)4、良好的有效沟通能力5、好奇心强，对游戏行业有兴趣
C#,岗位职责：1、根据项目需求编写Shader，制定并优化渲染流程；2、负责项目客户端性能优化工作；3、制定美术规范，使游戏表现能兼顾效果和性能；4、持续研究新的渲染技术和游戏引擎新特性，提升游戏表现能力。岗位要求：1、本科及以上学历，计算机及相关专业重点院校优先；2、3年以上游戏引擎——Unity、Unreal或自研引擎开发相关经验；3、良好的数学和计算机图形学基础，熟悉Direct3D或OpenGL；4、熟练掌握C#、C++语言及面向对象编程，精通Shader编程，能现实高级特效，精通性能优化者优先；5、热爱游戏，具备良好的团队工作精神和沟通能力，有较强的快速学习能力，独立分析解决问题的能力
C#,岗位职责：1、负责公司整体技术开发团队的建设与管理，合理设置技术部门的人员结构，建立完善的考核管理制度，并培养企业核心技术人员，定期向管理层汇报工作进展并提供合理化建议；2、建立规范、高效的技术开发管理体系并优化完善，持续提升公司整体技术开发能力；指导和激励团队成员，打造高效能专业团队；3、进行项目技术开发的计划与管理；进行开发任务的分配和执行监控，对技术开发过程、进度、质量及稳定性进行监控；对整个技术团队的工作结果负完全责任；4、参与重要开发需求项目，给出开发可行性建议；负责重大项目需求的分析任务的分解和分派，并负责项目开发计划的评审和进度管理；5、负责技术部门和公司各部门间的工作协调；6、把握互联网技术发展趋势，组织研究互联网、移动互联网领域发展方向，参与制定公司技术发展战略规划；任职资格：1、全日制本科及以上学历，计算机相关专业；2、10年以上IT软件及移动互联网研发工作经验，熟悉移动开发的整个流程；3、具备互联网大型平台系统架构经验，负责过CMS大平台技术的优先；4、具有8年以上C#/JAVA的开发经验，熟练掌握PHP、C++等技术者佳；5、精通Oracle、MySQL等主流数据库的开发和管理，了解并掌握NoSQL技术；6、有较强的优化和重构程序的能力，提高APP及平台的用户体验和运行效率；7、具有较强的沟通表达能力，优秀的团队管理能力。5年以上独立带开发团队管理经验，从事过10人以上软件开发团队管理经验者优先考虑；8、有独立带领技术团队开发项目的成功案例；具有丰富的统筹调度能力，能及时高效的完成需求计划，人员调配和执行监控；具备良好的研发过程管理和控制的技能，包括进度安排和控制、风险控制、质量管理、配置管理等；9、良好的团队合作精神，创新能力强，对新技术具有高度的敏感性并愿意致力于技术的探索和研究；10、有手机视频开发经验者优先。11、投递简历时请附带照片。
C#,"（1）信息系统项目的开发管理，按照预定计划实施部门信息系统项目（2）协助业务部门维护软件系统的正常使用，指导业务部门对相关系统的使用（3）参与部门信息化项目实施，配合部门各项工作任职资格1、本科以上，计算机应用以及相关专业2、1年以上.net开发实际工作经验，精通C#语言，熟悉.Net框架，熟练使用VS.Net开发环境；3、熟悉Jquery, bootstrap,layui，easyui 等前端框架；4、熟练掌握SQL Server进行应用及开发。5、具有良好的编程风格，有多层结构的开发经验，有使用重用、重构的丰富经验。6、会微信小程序开发优先考虑。7、会asp.net core开发优先考虑。8、有团队意识，学习能力强，善于沟通。"
C#,【岗位职责】1. 参与推荐系统相关产品研发，支撑不同业务场景下高并发的推荐服务。2. 参与制定推荐策略，辅助进行 A/B 测试。【职位要求】1. 本科及以上学历，有推荐系统、搜索引擎、广告投放项目开发背景者优先。2. 具备 Web API 开发基础，能够构建高可用、高性能的服务，精通一门以上 Web 开发语言，如 Java、C# 或 Go 等。3. 熟悉软件开发流程，能够熟练使用 git，参与 code review。4. 熟悉存储及消息队列中间件，熟练使用 Redis 和消息队列组件。5. 具备较强的编程功底，具备良好的算法分析和设计能力。ACM-ICPC、Codeforces 等算法竞赛获奖者优先。6. 有 Docker 及 Kubernetes 使用经验者优先。7. 具有良好的敬业精神、团队合作能力和沟通能力。
C#,"【岗位职责】1. 负责线上系统后台的设计、开发和维护；2. 保证产品按时高质量交付；3. 优化产品技术方案，提升产品性能和品质。【职位要求】1.本科及以上学历，计算机相关专业优先，有3年以上相关工作经验或对该领域十分热爱；2.丰富的C#开发经验，熟练掌握.net框架及开发环境。熟悉ASP.NET开发；3.熟悉基本数据库（Microsoft SQL Server/Oracle/MySQL）开发使用；4.熟悉Azur开发；5.具有良好的学习能力、沟通能力,工作细心负责,能承受一定工作压力。"
C#,岗位职责：1、参与Unity游戏前端开发。2、进行日常开发工作，遵守开发规范，保证开发质量和上线时间。3、核心业务系统开发。任职条件：1、扎实的编程基本功，计算机或相关专业为佳；2、3年以上游戏开发经验，有完整的MMO项目开发经验者优先；3、精通C#、lua语言；4、良好的3D图形学基础，熟悉Unity3D引擎架构设计，有良好图形渲染相关知识，能找出游戏中的性能瓶颈并针对性地进行优化，在符合美术质量要求 的情况下协助制定资源规范，优化drawcall及资源加载；5、熟悉游戏优化的相关方案，优化资源内存，效率；
C#,岗位职责：1、根据项目具体需求，承担开发任务，并按计划完成任务目标；2、可独立完成软件项目的需求沟通，以及具备一定的软件架构、设计能力；3、态度积极，有责任心，能承受工作压力；4、参与简单测试，参与编写与项目相关的技术文档。任职要求：1、计算机及相关专业，大学专科及以上学历；2、5年及以上C#/.net开发经验，有独立完成复杂模块的设计与实现经验；3、精通B/S架构编程，3年及以上B/S开发经验；4、2年及以上CRM开发经验；5、精通frame work2.0+、ASP.NET、MVC、ADO.NET、WCF、javascript、ajax、jquery、html等开发技术；6、熟练使用tfs、svn等代码管理工具7、精通SQLServer数据库，具备数据库设计能力和经验，有一定SQL性能优化能力；8、精通页面技术：HTML5、Javascript、AJAX等，熟悉DIV+CSS开发模式，熟悉JQuery开发框架9、具备良好的沟通和团队协作能力；10、有Redis等高速缓存部署、操作经验优先；11、熟悉软交换，具备软交换开发经验者优先；12、有AngularJS 开发经验者优先。
C#,此岗位只招聘实习生！本科以上学历，计算机、数学、物理、电子或相关专业毕业；熟悉 java、C、C++、C#、Cobol等开发语言（至少一种），相关开发经验者优先；熟悉Unix、Linux开发环境，有相关开发经验者优先；熟悉日语或懂日语者优先；一年以下工作经验；具有良好的敬业精神和职业操守，能严格遵守公司纪律；有团队协作精神，善于与他人合作，服从工作安排及调整。
C#,"岗位职责：1. 负责公司WINDOWS平台相关系统产品运维，包括域、DNS、EXCHANGE、SQL SERVER等；2. 负责桌面云平台系统运维；3. 负责所有WINDOWS服务器标准化、日常管理、技术支持、补丁管理等；4. 负责相关运维平台工具及系统开发工作；5. 负责其他WIDNOWS的项目实施和推广。岗位要求：1. 本科以上学历，计算机及相关专业；2. 拥有2年以上WINDOWS服务器管理经验，具备丰富的AD域、DNS、SCCM等系统管理经验；3. 具备Microsoft SQL Server数据库、VMware、Citrix运维管理能力和经验；3、具备一定的c#、sqlserver、POWERSHELL开发能力；4. 对WINDOWS、linux、MAC等主流操作系统有过深入了解；5. 对新技术有较强的敏感性和探索欲；6. 良好的中文口头及书面表达能力,熟练使用办公软件；7. 具备服务意识，能吃苦耐劳，善于与人沟通，较好的事业心、责任心与亲和力；8. 具备一定的分析解决问题、沟通协调和表达能力；9. 有较强的责任心、团队合作精神和开拓创新意识，较强的学习能力。"
C#,"微软Bing AI平台团队后端开发一、团队介绍：微软Bing（必应）AI平台部目前有独立于Bing的产品线Azure ML等，已有20000+企业级客户，市场占有率达60%以上，现因业务需求在中国再次招聘大量后端以及前端工程师（40+hc）二、岗位职责：1、负责Bing AI平台部门及相关产品的后端研发工作；2、具备良好的理解和分析业务需求能力，良好的表达和沟通能力；3、编写系统核心代码，解决开发中的疑难问题；4、编程语言以C#和python为主。三、职位要求：1、大学本科及以上学历, 1年以上后端相关开发工作经验；2、扎实的编程与算法基础,熟悉DP/二叉树/图论等基础算法；3、对目前的编程语言不做限制，OOP语言（C#、C++、Python、Java、Go和PHP等）皆可；4、熟悉分布式系统的设计和应用, 能对分布式常用技术进行合理选择利用.有互联网分布式系统设计部署者优先；5、熟悉Kafka、Spark、docker以及K8S其中之一者优先。四、待遇福利1、世界一流企业平台及薪资；2、外企Work life balance；3、15天年休假、15天病假以及陪护假、志愿者假等假期；4、餐饮补助、健身补助以及培训补助等。五、面试流程：1、第一轮远程面试（项目+工程+算法）2、通过远程面试之后现场面   一天五轮3轮纯技术+1轮Manager面+1轮AA面 （前面三轮通过才会面后面两轮）（差旅费、住宿费和餐饮费由微软Cover）注：如距离太远无法参加现场面试，后续5轮面试可安排远程面试六、关于具体的分组https://careers.microsoft.com/us/en/job/764105/Software-Engineer-all-levels-Azure-Stack-Azure-Managed-Edge七、关于内推欢迎各位寻找微软内部的工程师推荐至该岗位，但是务必在内推之前将简历先发至本账号，以便能最快联系安排面试"
C#,工作职责熟悉并研究Unity引擎的各项功能；与主美、主程一起沟通并选定相关美术表现和性能优化的技术方案；负责美术程序之间的沟通，并配合程序组实现所需效果，并在尽可能保证效率的前提下提供优化方案，以提高产品质量；协助制定、优化美术流程规范，能主动提出需求，改进引擎工具流水线；帮助美术开发提高工作效率的工具并优化引擎和编辑。任职要求艺术类院校相关专业或者计算机类相关专业本科以上学历，有美术背景， 有5年以上游戏行业工作经历，具备U3D手游项目经验；熟练使用Unity3D、3DMAX、photpshop等软件，能够熟练编写Shader代码，知晓常见的效果应该如何实现；熟悉常用美术工具，如3DMax/Maya、Photoshop、Zbrush、Substance等，同时熟悉工具相关脚本及插件开发更佳；具有Unity3D实际开发经验，能够完成简单的Demo代码编写，有一定的c#语言或者Java语言编程能力；有良好的沟通能力，能承受较强的工作压力，具有团队合作精神，遇到问题，能从技术角度提出建设性意见的优先。
C#,Unity3D工作职责：1、负责游戏产品客户端核心功能开发，并编写相关文档；2、负责客户端性能优化与改进；3、与策划人员、服务器端人员、美术人员进行有效的沟通协作；4、负责客户端把控代码品质，处理线上事故，解决技术问题；5、根据公司的中长期规划和战略目标，制定并实游戏产品（休闲手游）的技术发展战略计划。任职资格：1、计算机专业相关专业本科及以上学历，有5年以上Unity客户端开发经验；2、熟悉Unity架构设计；3、精通C#、C++语言，有较好图形学知识；4、熟悉Unity的图形渲染、物理引擎，AI、资源管理，性能分析等模块；5、有海外休闲手游研发以及发布经验者，优先；6、有带过游戏团队经验者，优先。
C#,1.2021、2022届计算机相关专业毕业生2.对从事信息安全有浓厚兴趣3.精通java、PHP、C# 其中一门语言。了解主流前后端开发框架js、jquery、struts2、spring、mybatis、等，熟悉sql语句。4.有良好的够用表达能力，有较强的学习能力。加分项了解代码审计、使用过代码审计工具了解常见的web漏洞能描述清楚原理及防御方式，有一定的基础了解多种开发语言如C、C++、python 等
C#,工作职责:1.参与公司web前端的架构设计和标准和规范制定；2.利用各种Web技术实现web产品的交互效果，参与项目开发；3.对产品经理、设计师提出的需求给出技术评估和解决方案；任职资格:1.精通HTML和CSS 及JavaScript、熟悉前端mvc/mvvm开发框架（例如vue/react等）优先；2.熟练使用前端技术开发单页面应用（SPA）；3.熟练解决页面兼容性问题；4.有jQuery框架使用经验，对ECMA规范有一定了解；5.熟悉服务端开发语言(例如C#/Java/PHP等)优先。
C#,岗位职责：1．负责进行公司软件产品UI部分架构搭建，确保软件安全，稳定，高效运行；2．撰写相关技术文档；3．对软件进行单元测试、集成测试。任职资格：1．计算机相关专业专科及以上学历；2．精通C#，WPF桌面应用开发，熟悉界面设计，WPF中控件 布局的使用，能够根据原型自定义控件；3．熟练掌握prism，mvvm，分布式开发思想，对模块化编程有一定的了解；4．熟练掌握WPF中控件使用及封装，多线路、委托、事件编程；5．熟悉COM概念、理解组件原理，熟悉Windows平台编程接口、Socket通信机制；6．熟练常用SQL语句，有MSSQL、MYSQL至少一种数据库开发项目经验；7．可接受优秀应届毕业生。
C#,1、根据需求文档，配合策划、实现模块功能；2、参与游戏项目的整体策划工作与开发流程；3、其他工作安排。1、本科学历，计算机相关专业 2、熟悉unity引擎，使用过C#编程语言，有项目经验者优先
C#,岗位职责：1、负责安全攻防、渗透测试类项目实施；2、负责实施公司承接的代码审计、渗透测试和漏洞挖掘工作，根据安全风险提供安全建议和解决方案；3、负责对客户出现的安全事故进行应急响应事件处理，对攻击者和发生事故的原因进行溯源；岗位要求：1、熟悉WEB安全渗透和漏洞挖掘（黑盒或白盒），熟悉漏洞的内在原理、检测方式、利用手段以及解决方法。2、熟练使用包括但不限于PHP、python、java、C#、C++等常用编程语言一门以上，经常自己开发小工具解决渗透中的问题。3、具有较好的漏洞挖掘能力，具备新奇的漏洞利用思路。4、熟练使用Linux系统，熟悉企业内网中常见的安全设备。加分项：1、为Microsoft、Google等同等级厂商提交过漏洞并获得致谢（若有CVE需提供CVE编号）。2、以演讲者身份，参加过业内高质量技术会议。3、具有APT项目经验，并获得不错成果。
C#,"我们能给你：1、高速发展的公司业务（目前公司D轮，腾讯系，学生用户近3900W，教师用户 140W+，覆盖全国85%以上中小学校），可以体验业务量从10到100的发展。2、技术中台团队，开发维护公司最基础最底层的服务端项目。有机会开疆拓土，从零到一，开始一个底层项目。有挑战，更有机遇！3、丰富的前沿技术栈（后端Node.js/golang，前端vue/react/wx_jssdk ,以及koa/mongoDB/postgresql/k8s等)，可以深挖nodejs， 有什么酷炫的前沿技术想尝试又一直没有机会尝试？如何进行技术选型？来这里爆发你的潜能！我们的技术栈地图：https://coggle.it/diagram/VwtC6xyIYGdKxsLj4、良好的内部孵化环境，非常好的技术氛围，敏捷开发/等技术培训，技术书籍专项经费。5、程序员必备 Macbook Pro，执行力强，想象力丰富，扁平化的团队；思维活跃，极客精神，代码洁癖的小伙伴们。6、年假15天，免费三餐，免费班车，弹性工作，不打卡，无加班文化。我们需要你：1、两年以上Node.js实际项目经验，了解Node.js的最佳实践。2、理解REST规范，熟悉Docker。3、有关系型数据库（MySQL, Oracle等）和非关系型数据库经验（MongoDB，Redis等）使用经验并对应用场景有相应理解，了解PostgreSQL更佳。4、具备大型网站服务器/数据库/部署/架构能力，有过toC网站搭建和部署经验更佳。5、有过至少一门静态语言的开发经验（如java/C#/C++/Swift/golang）。6、扎实的Javascript基本功，熟悉ES6。7、靠谱，学习能力强，责任心强，对技术有热情和追求。善于抽象，规约，简化问题。加分项：1、熟悉PostgreSQL。理解微服务架构或有相关经验。2、高并发处理经验 & 分布式事务处理经验。3、有常用技术中间件/大数据组件使用经验并对应用场景有相应的理解，mq，es，habase等。4、有golang学习及使用经验；了解或使用过k8s；了解函数式编程。"
